,merchantnum_amount_week_diff_max_1,newmerch_30,cardnum_state_30,cardnum_state_15,newmerch_7,merchantnum_cardnum_3,cardnum_merchantnum_15,cardnum_merchantnum_30,cardnum_zip_7,Fraud
53,-355.518336781949,0,1,1,0,2,1,1,0,0
54,-355.518336781949,0,1,1,0,3,1,1,0,0
55,-309.2683367819489,1,1,1,1,1,1,1,1,0
56,-349.418336781949,1,1,1,1,1,1,1,1,0
57,-355.518336781949,1,1,1,1,3,1,1,1,0
58,-355.518336781949,1,1,1,1,3,1,1,2,0
59,-355.518336781949,1,1,1,1,3,1,1,3,0
60,-355.518336781949,1,1,1,1,3,1,1,4,0
61,-352.00833678194886,0,1,1,0,4,1,1,0,0
62,-342.718336781949,0,1,1,0,2,1,1,1,0
63,-352.00833678194886,1,1,1,1,4,1,1,5,0
64,-352.00833678194886,1,1,1,1,4,1,1,6,0
65,-352.00833678194886,0,1,1,0,4,1,1,1,0
66,-342.718336781949,0,1,1,0,3,1,1,1,0
67,-341.908336781949,0,1,1,0,4,1,1,2,0
68,-341.908336781949,0,1,1,0,4,1,1,3,0
69,-311.668336781949,0,1,1,0,4,1,1,1,0
70,-341.908336781949,1,1,1,1,4,1,1,7,0
71,-341.908336781949,1,1,1,1,4,1,1,8,0
72,-101.468336781949,1,1,1,1,1,1,1,1,0
73,-247.538336781949,1,1,1,1,1,1,1,1,0
74,-341.908336781949,0,1,1,0,4,1,1,1,0
75,-101.468336781949,0,1,1,0,2,1,1,1,0
76,-341.908336781949,1,1,1,1,4,1,1,9,0
77,-278.01833678194896,0,1,1,0,5,1,1,0,0
78,-278.01833678194896,0,1,1,0,6,1,1,0,0
79,-376.6152082501664,1,1,1,1,1,1,1,1,0
80,-367.1652082501663,1,1,1,1,1,1,1,1,0
81,-86.43520825016634,1,1,1,1,1,1,1,1,0
82,-349.8352082501663,1,1,1,1,1,1,1,1,0
83,-218.32520825016638,1,1,1,1,1,1,1,1,0
84,-296.37520825016634,1,1,1,1,1,1,1,1,0
85,-383.3352082501663,1,1,1,1,1,1,1,1,0
86,-331.5252082501663,2,2,2,2,1,2,2,1,0
87,-347.3752082501664,1,1,1,1,1,1,1,1,0
88,-226.9452082501664,1,1,1,1,1,1,1,1,0
89,-235.32520825016638,2,2,2,2,1,2,2,2,0
90,-328.3252082501663,1,1,1,1,1,1,1,1,0
91,161.67479174983367,1,1,1,1,1,1,1,1,0
92,2447.6747917498333,0,1,1,0,3,1,1,1,0
93,955.6747917498337,1,1,1,1,1,1,1,1,0
94,169.87479174983372,2,1,1,2,1,2,2,2,0
95,-185.57520825016638,1,1,1,1,1,1,1,1,0
96,-68.32520825016633,1,1,1,1,1,1,1,1,0
97,161.67479174983367,1,1,1,1,1,1,1,1,0
98,161.67479174983367,0,1,1,0,2,1,1,1,0
99,-383.7052082501663,0,1,1,0,18,1,1,1,0
100,-167.32520825016633,1,1,1,1,1,1,1,1,0
101,94.67479174983367,1,1,1,1,1,1,1,1,0
102,-237.3452082501664,1,1,1,1,1,1,1,1,0
103,-81.82520825016633,1,1,1,1,1,1,1,1,0
104,-353.0252082501663,1,1,1,1,1,1,1,1,0
105,-137.32520825016633,2,2,2,2,1,2,2,2,0
106,-378.3652082501664,1,1,1,1,1,1,1,1,0
107,-292.19520825016633,1,1,1,1,1,1,1,1,0
108,454.62479174983366,1,1,1,1,1,1,1,1,0
109,-222.32520825016638,2,1,1,2,1,2,2,2,0
110,-304.3252082501663,1,1,1,1,1,1,1,1,0
111,-353.3252082501663,1,1,1,1,1,1,1,1,0
112,647.6747917498337,2,2,2,2,1,2,2,2,0
113,-59.98520825016635,1,1,1,1,1,0,0,1,0
114,710.6747917498337,1,1,1,1,1,1,1,1,0
115,695.9447917498337,0,1,1,0,2,1,1,1,0
116,-367.5752082501663,1,2,2,1,1,2,2,1,0
117,-292.2952082501663,1,1,1,1,1,1,1,1,0
118,-281.75520825016633,1,1,1,1,1,1,1,1,0
119,-170.92520825016632,2,1,1,2,1,2,2,2,0
120,1418.2447917498334,1,1,1,1,1,1,1,1,0
121,612.6747917498337,1,1,1,1,1,1,1,1,0
122,-328.5252082501663,1,1,1,1,1,1,1,1,0
123,-383.6552082501663,1,1,1,1,18,1,1,1,0
124,-227.92520825016632,1,1,1,1,1,1,1,1,0
125,-376.5352082501663,1,1,1,1,1,1,1,1,0
126,518.9547917498337,1,1,1,1,1,1,1,1,0
127,-188.9652082501663,1,1,1,1,1,1,1,1,1
128,549.7747917498336,1,1,1,1,1,1,1,1,0
129,-263.4252082501663,1,1,1,1,1,1,1,1,0
130,-371.3452082501663,1,2,2,1,1,2,2,4,0
131,-311.3252082501663,2,2,2,2,1,2,2,2,0
132,1722.6747917498333,0,1,1,0,1,0,0,1,0
133,161.67479174983367,0,1,1,0,3,1,1,1,0
134,-348.9652082501663,1,1,1,1,1,1,1,1,0
135,-99.58520825016632,1,1,1,1,1,1,1,1,0
136,-309.4652082501663,3,3,3,3,1,3,3,3,0
137,-287.4052082501663,1,1,1,1,1,1,1,1,0
138,-53.32520825016634,1,1,1,1,1,1,1,1,0
139,-103.02520825016632,2,2,2,2,1,2,2,2,0
140,-342.3252082501663,1,1,1,1,1,1,1,1,0
141,-364.5752082501663,1,1,1,1,1,1,1,1,0
142,161.67479174983367,0,1,1,0,3,1,1,1,0
143,161.67479174983367,1,1,1,1,3,1,1,1,0
144,72.67479174983367,1,1,1,1,1,1,1,1,0
145,2581.9247917498333,0,1,1,0,2,1,1,1,0
146,-267.3452082501663,1,1,1,1,1,1,1,1,0
147,-57.32520825016634,1,1,1,1,1,1,1,1,0
148,-203.4352082501664,1,1,1,1,1,1,1,1,0
149,-284.5452082501663,1,2,2,1,1,2,2,1,0
150,-336.49520825016634,3,3,3,3,1,3,3,3,0
151,-274.62520825016634,1,1,1,1,1,1,1,1,0
152,-335.9152082501663,1,1,1,1,1,1,1,1,0
153,-72.37520825016634,1,1,1,1,1,1,1,1,0
154,-383.6552082501663,0,1,1,0,19,1,1,1,0
155,-1.1952082501663313,1,2,2,1,2,2,2,2,0
156,-359.3252082501663,1,1,1,1,1,1,1,1,0
157,-353.3452082501663,1,2,2,1,1,2,2,2,0
158,-356.4752082501663,1,1,1,1,1,1,1,1,0
159,2447.6747917498333,0,1,1,0,4,1,1,1,0
160,1397.6747917498333,2,2,2,2,1,2,2,2,0
161,-167.32520825016633,1,1,1,1,1,1,1,1,0
162,-229.32520825016638,1,1,1,1,1,1,1,1,0
163,-383.6552082501663,0,1,1,0,20,1,1,1,0
164,-282.6352082501664,0,1,1,0,1,0,0,1,0
165,-137.32520825016633,1,2,2,1,1,2,2,2,0
166,-357.3252082501663,1,1,1,1,1,1,1,1,0
167,-274.8252082501663,1,1,1,1,1,1,1,1,0
168,-319.62520825016634,1,1,1,1,1,1,1,1,0
169,-383.3352082501663,1,1,1,1,1,1,1,1,0
170,-356.2452082501664,1,2,2,1,1,2,2,2,0
171,-217.3752082501664,1,1,1,1,1,1,1,1,0
172,-267.80520825016634,1,1,1,1,1,1,1,1,0
173,92.0247917498337,1,1,1,1,1,1,1,1,0
174,-192.4452082501664,1,1,1,1,1,1,1,1,0
175,-329.3452082501663,1,1,1,1,1,1,1,1,0
176,-344.3252082501663,1,1,1,1,1,1,1,1,0
177,-367.1652082501663,1,1,1,1,1,1,1,1,0
178,-383.6552082501663,0,1,1,0,20,1,1,1,0
179,161.67479174983367,0,1,1,0,3,1,1,1,0
180,591.4747917498338,3,2,2,3,1,3,3,3,0
181,-1.1952082501663313,1,1,1,1,2,1,1,1,0
182,-378.7952082501664,1,1,1,1,1,1,1,1,0
183,-312.3252082501663,1,1,1,1,1,1,1,1,0
184,-73.11520825016633,2,3,3,2,2,3,3,3,0
185,2015.6747917498333,3,2,2,3,1,3,3,3,0
186,-12.325208250166328,1,1,1,1,1,1,1,1,0
187,-304.86520825016635,1,1,1,1,1,1,1,1,0
188,632.6747917498337,1,1,1,1,1,1,1,1,0
189,-383.6552082501663,0,1,1,0,20,1,1,1,0
190,1259.6747917498335,0,1,1,0,4,1,1,1,0
191,-53.32520825016634,0,1,1,0,2,1,1,1,0
192,-383.6552082501663,0,1,1,0,20,1,1,1,0
193,-378.7952082501664,1,1,1,1,1,1,1,1,0
194,-348.7352082501664,1,1,1,1,1,1,1,1,0
195,1552.6747917498333,4,2,2,4,1,4,4,3,0
196,-1.1952082501663313,1,2,2,1,2,2,2,2,0
197,-121.32520825016633,0,1,1,0,1,0,0,1,0
198,-314.49520825016634,1,2,2,1,2,2,2,2,0
199,1259.6747917498335,1,1,1,1,4,1,1,1,0
200,-330.74520825016634,1,1,1,1,1,1,1,1,0
201,763.6747917498337,1,1,1,1,1,1,1,1,0
202,307.4247917498337,3,2,2,3,1,3,3,3,0
203,1259.6747917498335,0,1,1,0,4,1,1,1,0
204,197.07479174983365,1,1,1,1,1,1,1,1,0
205,-317.3252082501663,1,1,1,1,1,1,1,1,0
206,-298.0452082501663,1,1,1,1,1,1,1,1,0
207,-45.52520825016632,1,1,1,1,1,1,1,1,0
208,2581.9247917498333,1,2,2,1,3,2,2,2,0
209,-237.32520825016638,2,1,1,2,1,2,2,2,0
210,-372.5952082501663,1,1,1,1,1,1,1,1,0
211,1930.8947917498333,0,1,1,0,3,1,1,1,0
212,-307.12520825016634,3,1,1,3,1,3,3,3,0
213,-383.6552082501663,0,1,1,0,20,1,1,1,0
214,-369.3552082501664,1,1,1,1,1,1,1,0,0
215,-252.32520825016638,1,1,1,1,1,1,1,1,0
216,72.67479174983367,1,1,1,1,1,1,1,1,0
217,338.57479174983365,1,1,1,1,1,1,1,1,0
218,-383.6552082501663,0,1,1,0,20,1,1,1,0
219,407.6747917498337,1,1,1,1,1,1,1,1,0
220,-218.32520825016638,2,1,1,2,1,2,2,2,0
221,2447.6747917498333,0,1,1,0,5,1,1,1,0
222,1930.8947917498333,0,1,1,0,3,1,1,1,0
223,-383.6552082501663,0,1,1,0,20,1,1,1,0
224,1573.6747917498333,1,1,1,1,1,1,1,1,0
225,-85.52520825016632,1,2,2,1,1,2,2,2,0
226,-315.3252082501663,1,1,1,1,1,1,1,0,0
227,537.6747917498337,2,2,2,2,1,2,2,2,0
228,2015.6747917498333,4,2,2,4,1,4,4,3,0
229,647.6747917498337,3,3,3,3,1,3,3,3,0
230,-353.6952082501664,2,2,2,2,1,2,2,2,0
231,-373.4852082501664,1,1,1,1,1,1,1,1,0
232,1075.7747917498336,1,1,1,1,1,1,1,1,0
233,-291.3252082501663,0,1,1,0,2,1,1,1,0
234,2447.6747917498333,0,1,1,0,5,1,1,1,0
235,-250.2059583198359,1,1,1,1,1,1,1,1,0
236,333.94404168016405,1,1,1,1,1,1,1,1,0
237,587.0840416801641,1,1,1,1,1,1,1,1,0
238,-329.8559583198359,1,1,1,1,1,1,1,1,0
239,-120.8559583198359,2,2,2,2,1,2,2,2,0
240,-374.8659583198359,2,2,2,2,1,3,3,3,0
241,-346.8559583198359,1,1,1,1,1,1,1,1,0
242,245.14404168016412,1,1,1,1,1,1,1,1,0
243,-321.9059583198359,0,1,1,0,2,1,1,1,0
244,-285.9759583198359,2,2,2,2,1,2,2,2,0
245,-381.1859583198359,0,1,1,0,6,1,1,1,0
246,161.93404168016406,0,1,1,0,3,1,1,1,0
247,743.7640416801639,1,1,1,1,1,1,1,1,0
248,1011.144041680164,1,1,1,1,1,1,1,1,0
249,308.7440416801641,1,1,1,1,1,1,1,1,0
250,-361.585958319836,0,1,1,0,7,1,1,1,0
251,-215.8759583198359,2,1,1,2,1,2,2,2,0
252,-271.8559583198359,1,1,1,1,1,1,1,1,0
253,-144.8559583198359,0,1,1,0,1,0,0,1,0
254,-363.5759583198359,1,1,1,1,1,1,1,0,0
255,-330.6959583198359,1,1,1,1,1,1,1,1,0
256,228.9240416801641,0,1,1,0,1,0,0,1,0
257,-4.855958319835906,1,1,1,1,1,1,1,1,0
258,-64.8559583198359,0,0,0,0,1,0,0,0,0
259,-314.6559583198359,1,1,1,1,1,1,1,1,0
260,-229.2959583198359,0,1,1,0,2,1,1,1,0
261,-291.50595831983594,0,1,1,0,2,1,1,1,0
262,973.144041680164,1,1,1,1,1,1,1,1,0
263,-341.8159583198359,1,1,1,1,1,1,1,1,0
264,102.29404168016407,1,1,1,1,1,1,1,1,0
265,2095.844041680164,2,2,2,2,1,2,2,2,0
266,-319.8759583198359,2,1,1,2,1,2,2,2,0
267,254.7940416801641,1,1,1,1,1,1,1,1,0
268,585.144041680164,1,1,1,1,1,1,1,1,0
269,-217.6559583198359,2,2,2,2,1,2,2,2,0
270,-375.955958319836,1,1,1,1,1,1,1,1,0
271,-282.1059583198359,1,1,1,1,1,1,1,1,0
272,164.1440416801641,0,1,1,0,5,1,1,1,0
273,-326.1059583198359,1,1,1,1,1,1,1,1,0
274,260.3640416801641,2,2,2,2,1,2,2,2,0
275,-377.8559583198359,3,1,1,3,1,3,3,3,0
276,-47.0559583198359,1,1,1,1,1,1,1,1,0
277,132.99404168016412,1,1,1,1,1,1,1,1,0
278,-298.4559583198359,3,1,1,3,1,3,3,3,0
279,-367.3559583198359,3,1,1,3,1,3,3,3,0
280,169.5240416801641,2,2,2,2,1,2,2,2,0
281,-68.3659583198359,1,1,1,1,1,1,1,1,0
282,-274.8559583198359,1,1,1,1,1,1,1,1,0
283,-75.8559583198359,3,3,3,3,1,3,3,3,0
284,-269.8559583198359,1,1,1,1,1,1,1,1,0
285,-321.26595831983593,1,1,1,1,1,1,1,1,0
286,-34.855958319835906,1,1,1,1,1,1,1,1,0
287,-285.50595831983594,0,1,1,0,2,1,1,1,0
288,164.1440416801641,0,1,1,0,6,1,1,1,0
289,-363.5759583198359,1,1,1,1,1,1,1,1,0
290,494.6140416801641,1,1,1,1,2,2,2,2,0
291,164.1440416801641,0,1,1,0,7,1,1,1,0
292,221.14404168016412,0,1,1,0,2,1,1,1,0
293,-369.8859583198359,1,1,1,1,1,1,1,1,0
294,-216.85595831983588,1,1,1,1,1,1,1,1,0
295,-351.1959583198359,2,2,2,2,1,2,2,2,0
296,-331.8559583198359,1,1,1,1,1,1,1,1,0
297,164.1440416801641,0,1,1,0,7,1,1,1,0
298,-9.855958319835906,1,1,1,1,1,1,1,1,0
299,36.514041680164105,1,1,1,1,1,1,1,1,0
300,83.1440416801641,1,1,1,1,1,1,1,1,0
301,455.1440416801641,1,1,1,1,1,1,1,1,0
302,169.5240416801641,3,4,4,3,2,4,4,4,0
303,-280.6959583198359,2,3,3,2,1,3,3,3,0
304,-54.85595831983591,1,1,1,1,1,1,1,1,0
305,954.144041680164,1,1,1,1,1,1,1,1,0
306,-189.85595831983588,1,1,1,1,1,1,1,1,0
307,4727.334041680164,1,1,1,1,1,1,1,1,0
308,1118.624041680164,1,1,1,1,1,1,1,1,0
309,164.1440416801641,0,1,1,0,8,1,1,1,0
310,-34.855958319835906,1,1,1,1,1,1,1,1,0
311,-198.16595831983588,1,1,1,1,1,1,1,1,0
312,673.5740416801641,1,1,1,1,1,1,1,1,0
313,-326.9359583198359,0,1,1,0,2,1,1,1,0
314,123.1440416801641,1,1,1,1,1,1,1,1,0
315,-286.3459583198359,1,1,1,1,1,1,1,1,0
316,-355.7259583198359,2,2,2,2,1,2,2,2,0
317,-185.85595831983588,1,1,1,1,1,1,1,1,0
318,-380.6159583198359,4,1,1,4,1,4,4,4,0
319,-361.585958319836,0,1,1,0,8,1,1,1,0
320,-185.85595831983588,0,1,1,0,2,1,1,1,0
321,193.14404168016412,1,1,1,1,1,1,1,1,0
322,547.144041680164,1,1,1,1,1,1,1,1,0
323,-300.2459583198359,0,1,1,0,2,1,1,1,0
324,615.144041680164,0,1,1,0,1,0,0,1,0
325,151.1440416801641,1,1,1,1,1,1,1,1,0
326,-359.0059583198359,5,1,1,5,1,5,5,4,0
327,-363.5759583198359,1,1,1,1,1,1,1,1,0
328,-235.3659583198359,2,2,2,2,1,2,2,2,0
329,-324.89595831983587,2,2,2,2,1,2,2,2,0
330,-361.585958319836,0,1,1,0,9,1,1,1,0
331,-354.3759583198359,1,1,1,1,1,1,1,1,0
332,122.01404168016407,1,1,1,1,1,1,1,1,0
333,164.1440416801641,0,1,1,0,8,1,1,1,0
334,-46.85595831983591,1,1,1,1,1,1,1,1,0
335,164.1440416801641,0,1,1,0,8,1,1,1,0
336,-285.8559583198359,1,1,1,1,1,1,1,1,0
337,-248.1459583198359,1,1,1,1,1,1,1,1,0
338,-154.9559583198359,2,2,2,2,1,2,2,2,0
339,2.184041680164114,1,1,1,1,1,1,1,1,0
340,-339.8059583198359,2,2,2,2,1,2,2,2,0
341,-329.9659583198359,1,1,1,1,1,1,1,1,0
342,-298.4559583198359,3,1,1,3,1,3,3,3,0
343,1095.644041680164,2,1,1,2,1,2,2,2,0
344,545.5340416801641,1,1,1,1,1,1,1,1,0
345,-263.1059583198359,4,2,2,4,1,4,4,4,0
346,221.14404168016412,1,1,1,1,3,2,2,2,0
347,2095.844041680164,0,1,1,0,2,1,1,1,0
348,-332.1559583198359,1,1,1,1,1,1,1,1,0
349,-205.85595831983588,1,1,1,1,1,1,1,1,0
350,-143.8559583198359,4,2,2,4,1,4,4,3,0
351,-357.4859583198359,1,1,1,1,1,1,1,1,0
352,323.3940416801641,1,1,1,1,1,1,1,1,0
353,3.3240416801641004,2,3,3,2,1,2,2,2,0
354,-129.8559583198359,2,2,2,2,1,2,2,2,0
355,-271.8559583198359,1,1,1,1,1,1,1,1,0
356,-223.85595831983588,2,1,1,2,1,2,2,1,0
357,-354.8559583198359,1,1,1,1,1,1,1,1,0
358,455.1440416801641,1,1,1,1,1,1,1,1,0
359,1510.8940416801638,1,1,1,1,2,2,2,1,0
360,-198.16595831983588,0,1,1,0,2,1,1,1,0
361,164.1440416801641,0,1,1,0,8,1,1,1,0
362,164.1440416801641,0,1,1,0,9,1,1,1,0
363,310.57404168016404,1,2,2,1,1,2,2,2,0
364,164.1440416801641,0,1,1,0,10,1,1,1,0
365,247.7840416801641,2,2,2,2,1,2,2,2,0
366,-344.7959583198359,1,2,2,1,4,2,2,2,0
367,-334.64595831983587,1,2,2,1,4,2,2,2,0
368,847.144041680164,0,1,1,0,2,1,1,1,0
369,6.594041680164082,1,1,1,1,1,1,1,1,0
370,230.0940416801641,4,5,5,4,1,5,5,5,0
371,90.1440416801641,1,1,1,1,1,1,1,1,0
372,-294.8559583198359,1,1,1,1,1,1,1,1,0
373,-156.8559583198359,0,1,1,0,2,1,1,1,0
374,-371.8559583198359,1,1,1,1,1,1,1,0,0
375,-357.3659583198359,1,1,1,1,1,1,1,1,0
376,-285.8559583198359,2,2,2,2,1,3,3,3,0
377,-364.9059583198359,1,2,2,1,1,2,2,2,0
378,-289.8559583198359,1,1,1,1,1,1,1,1,0
379,-361.585958319836,0,1,1,0,10,1,1,1,0
380,-164.8559583198359,1,1,1,1,2,2,2,2,0
381,539.144041680164,1,1,1,1,1,1,1,1,0
382,-361.585958319836,1,1,1,1,10,1,1,1,0
383,-94.8559583198359,2,1,1,2,1,2,2,1,0
384,4.044041680164072,1,2,2,1,4,2,2,2,0
385,-361.585958319836,0,1,1,0,10,1,1,1,0
386,-353.8659583198359,2,2,2,2,1,2,2,2,0
387,905.944041680164,0,2,2,0,3,2,2,2,0
388,-4.855958319835906,0,1,1,0,2,1,1,1,0
389,-351.015958319836,1,2,2,1,1,2,2,2,0
390,-46.85595831983591,0,1,1,0,2,1,1,1,0
391,-250.8759583198359,2,2,2,2,1,2,2,2,0
392,-100.15595831983593,1,1,1,1,1,1,1,1,0
393,-250.0159583198359,1,1,1,1,1,1,1,1,0
394,-224.85595831983588,0,1,1,0,2,1,1,1,0
395,-302.26595831983593,0,0,0,0,1,0,0,0,0
396,169.5240416801641,3,3,3,3,2,3,3,3,0
397,185.14404168016412,1,1,1,1,1,1,1,1,0
398,-376.455958319836,1,1,1,1,1,1,1,1,0
399,-119.88595831983588,3,4,4,3,1,4,4,4,0
400,-207.6259583198359,2,2,2,2,1,2,2,2,0
401,410.1440416801641,0,1,1,0,5,1,1,1,0
402,674.3440416801641,2,1,1,2,1,2,2,2,0
403,164.1440416801641,0,1,1,0,10,1,1,1,0
404,4.044041680164072,0,1,1,0,5,1,1,1,0
405,-237.8059583198359,1,1,1,1,1,1,1,1,0
406,-263.1059583198359,1,2,2,1,2,2,2,2,0
407,-285.8559583198359,1,1,1,1,1,1,1,1,0
408,1860.1440416801638,4,3,3,4,1,4,4,4,0
409,-296.1959583198359,2,2,2,2,2,2,2,2,0
410,-133.2559583198359,0,1,1,0,1,0,0,1,0
411,-286.8559583198359,1,1,1,1,1,1,1,0,0
412,-372.9059583198359,1,2,2,1,1,2,2,2,0
413,164.1440416801641,0,1,1,0,10,1,1,1,0
414,-321.9059583198359,0,2,2,0,3,2,2,2,0
415,410.1440416801641,1,2,2,1,6,2,2,2,0
416,-361.585958319836,1,1,1,1,10,1,1,1,0
417,1912.8440416801639,1,1,1,1,1,1,1,1,0
418,-252.25595831983588,1,1,1,1,1,1,1,1,0
419,267.0940416801641,1,1,1,1,1,1,1,1,0
420,161.93404168016406,0,1,1,0,4,1,1,1,0
421,-141.5159583198359,1,1,1,1,1,1,1,1,0
422,-361.585958319836,0,1,1,0,11,1,1,1,0
423,-285.50595831983594,0,1,1,0,2,1,1,1,0
424,-272.3159583198359,1,1,1,1,1,1,1,1,0
425,1658.8640416801638,5,3,3,5,1,5,5,4,0
426,164.1440416801641,0,1,1,0,10,1,1,1,0
427,-72.63595831983588,1,1,1,1,1,1,1,1,0
428,221.14404168016412,0,2,2,0,4,1,1,2,0
429,-67.3559583198359,1,2,2,1,1,2,2,2,0
430,-355.9059583198359,5,4,4,5,1,5,5,5,0
431,-361.585958319836,0,2,2,0,11,2,2,2,0
432,-212.0659583198359,1,1,1,1,1,1,1,1,0
433,-265.50595831983594,3,3,3,3,1,3,3,3,0
434,164.1440416801641,0,1,1,0,10,1,1,1,0
435,-304.8659583198359,1,1,1,1,1,1,1,1,0
436,455.1440416801641,2,1,1,2,2,3,3,3,0
437,-276.5559583198359,1,1,1,1,1,1,1,1,0
438,539.144041680164,0,1,1,0,2,1,1,1,0
439,254.7940416801641,0,1,1,0,2,1,1,1,0
440,323.1440416801641,2,1,1,2,1,2,2,2,0
441,221.14404168016412,1,1,1,1,4,1,1,1,0
442,-293.2459583198359,1,1,1,1,1,1,1,1,0
443,285.1440416801641,2,3,3,2,1,3,3,3,0
444,-242.9559583198359,2,2,2,2,1,3,3,3,0
445,-352.385958319836,1,1,1,1,1,1,1,1,0
446,-226.85595831983588,1,1,1,1,1,1,1,1,0
447,164.1440416801641,0,1,1,0,10,1,1,1,0
448,1904.1340416801638,0,1,1,0,3,1,1,1,0
449,164.1440416801641,0,1,1,0,10,1,1,1,0
450,-4.96595831983592,1,1,1,1,1,1,1,1,0
451,-372.5359583198359,3,1,1,3,1,3,3,2,0
452,-272.3159583198359,0,1,1,0,2,1,1,1,0
453,-265.50595831983594,0,1,1,0,2,1,1,1,0
454,374.9640416801642,1,1,1,1,1,1,1,1,0
455,1865.1440416801638,1,1,1,1,1,1,1,1,0
456,-329.9659583198359,0,1,1,0,2,1,1,1,0
457,-361.585958319836,1,2,2,1,12,2,2,2,0
458,-372.0359583198359,1,1,1,1,1,1,1,1,0
459,-198.16595831983588,0,1,1,0,2,1,1,1,0
460,-230.85595831983588,2,2,2,2,1,2,2,2,0
461,-284.8559583198359,1,1,1,1,1,1,1,1,0
462,-304.26595831983593,1,1,1,1,1,1,1,1,0
463,-272.8850861923684,2,2,2,2,1,2,2,2,0
464,-380.12508619236837,1,1,1,1,1,1,1,1,0
465,-262.2150861923684,1,1,1,1,1,1,1,1,0
466,646.3849138076316,0,1,1,0,4,1,1,1,0
467,-369.4550861923684,3,3,3,3,1,3,3,3,0
468,-345.8050861923684,4,2,2,4,1,4,4,4,0
469,-75.11508619236838,1,2,2,1,1,2,2,2,0
470,-40.11508619236838,1,1,1,1,1,1,1,1,0
471,-402.5250861923684,0,0,0,0,1,0,0,0,0
472,-205.11508619236838,1,1,1,1,1,1,1,1,0
473,-370.1650861923684,2,2,2,2,1,2,2,2,0
474,1.254913807631624,5,4,4,5,2,5,5,5,0
475,-267.5150861923684,1,1,1,1,1,1,1,1,0
476,-304.1150861923684,1,1,1,1,1,1,1,1,0
477,179.88491380763162,5,3,3,5,1,5,5,5,0
478,-220.11508619236838,2,2,2,2,1,2,2,2,0
479,-393.8650861923684,0,1,1,0,2,1,1,1,0
