,merchantnum_amount_week_diff_max_1,merchantnum_amount_max_3,newmerch_30,cardnum_state_30,cardnum_state_15,newmerch_7,merchantnum_cardnum_3,cardnum_merchantnum_15,cardnum_merchantnum_30,cardnum_zip_7,Fraud
36,-204.8659583198359,179.99,0,5,2,0,1,3,6,2,0
37,-208.7359583198359,176.12,0,1,1,0,1,2,3,1,0
38,-300.3459583198359,84.51,4,5,3,1,1,6,9,4,0
39,-276.385958319836,108.47,1,5,2,1,1,4,7,3,0
40,-357.5459583198359,27.31,1,1,1,1,1,1,1,1,0
41,-307.9059583198359,76.95,2,5,5,0,1,6,10,2,0
42,615.144041680164,1000.0,0,11,7,0,1,7,14,2,0
43,-97.8559583198359,287.0,0,5,5,0,2,8,11,6,0
44,-84.8559583198359,300.0,1,1,1,0,1,3,4,3,0
45,-377.9859583198359,6.87,0,1,1,0,1,4,4,3,0
46,-97.8559583198359,287.0,1,5,4,0,2,6,8,3,0
47,-270.89595831983587,113.96,2,4,3,0,1,3,5,3,0
48,-351.9059583198359,32.95,0,1,1,0,1,2,2,2,0
49,-165.18595831983592,219.67,0,5,3,0,1,4,6,3,0
50,-347.9059583198359,36.95,3,5,5,2,1,8,11,8,0
51,-289.51595831983593,95.34,2,4,4,1,1,4,5,2,0
52,69.62404168016411,454.48,2,3,2,0,1,3,4,1,0
53,1336.214041680164,1721.07,0,3,3,0,1,5,8,3,0
54,68.74404168016412,453.6,0,1,1,0,1,1,1,1,0
55,-34.855958319835906,350.0,1,1,1,0,1,3,4,3,0
56,-59.85595831983591,325.0,1,4,2,1,1,2,5,2,0
57,-308.9859583198359,75.87,9,3,2,2,1,10,14,3,0
58,-381.8559583198359,3.0,0,1,1,0,1,1,1,1,0
59,1831.6040416801638,2216.46,1,3,2,1,1,3,5,2,0
60,72.1440416801641,457.0,0,2,1,0,1,1,2,1,0
61,2048.1440416801643,2433.0,2,10,10,1,1,11,13,6,0
62,-316.8559583198359,68.0,9,14,9,3,1,15,33,11,0
63,-357.6559583198359,27.2,0,3,2,0,1,2,3,1,0
64,-312.01595831983593,72.84,2,9,3,1,1,7,12,3,0
65,288.54404168016407,673.4,2,7,6,0,1,7,9,3,0
66,-369.8559583198359,15.0,0,1,1,0,2,1,1,1,0
67,-355.6059583198359,29.25,1,5,5,1,1,10,10,7,0
68,-327.89595831983587,56.96,2,2,2,0,1,4,4,1,0
69,-378.8559583198359,6.0,4,1,1,0,1,1,6,1,0
70,644.0440416801641,1028.9,3,8,6,0,1,7,12,16,0
71,343.5040416801641,728.36,5,5,3,0,1,5,15,5,0
72,115.1440416801641,500.0,0,4,2,0,1,2,4,2,0
73,-323.3059583198359,61.55,1,3,3,0,1,4,6,3,0
74,-238.85595831983588,146.0,1,4,2,0,1,2,5,2,0
75,-364.9059583198359,19.95,2,8,8,1,1,11,14,4,0
76,-366.8559583198359,18.0,1,3,2,0,1,2,3,1,0
77,-320.3659583198359,64.49,0,3,1,0,1,1,2,1,0
78,-97.8559583198359,287.0,1,5,4,0,2,6,8,3,0
79,-179.85595831983588,205.0,3,6,6,2,1,9,12,9,0
80,755.144041680164,1140.0,9,14,9,3,1,16,34,12,0
81,197.564041680164,582.42,0,9,4,0,1,5,12,3,0
82,68.74404168016412,453.6,0,1,1,0,2,1,1,1,0
83,-233.3459583198359,151.51,1,2,2,1,1,2,2,1,0
84,-318.2059583198359,66.65,0,10,10,0,1,11,12,8,0
85,-334.01595831983593,50.84,0,1,1,0,1,1,1,1,0
86,-34.855958319835906,350.0,1,1,1,0,1,3,4,3,0
87,-366.015958319836,18.84,2,8,8,1,1,11,14,5,0
88,63.1440416801641,448.0,6,8,7,2,1,10,15,5,0
89,-56.78595831983591,328.07,1,2,1,0,1,1,2,1,0
90,405.9940416801641,790.85,1,10,8,0,1,16,19,8,0
91,-369.6959583198359,15.16,0,1,1,0,1,1,1,1,0
92,-51.6759583198359,333.18,1,1,1,1,1,1,1,1,0
93,1293.144041680164,1678.0,0,6,3,0,1,4,8,4,0
94,331.54404168016407,716.4,4,5,3,1,1,6,9,4,0
95,-377.5559583198359,7.3,4,10,5,0,1,8,18,2,0
96,-324.8659583198359,59.99,2,2,1,1,1,1,2,1,0
97,-333.7559583198359,51.1,1,10,8,0,1,17,20,9,0
98,-84.8559583198359,300.0,0,3,2,0,1,2,3,2,0
99,-376.9059583198359,7.95,2,4,4,1,1,5,5,2,0
100,1831.6040416801638,2216.46,1,3,2,1,1,3,5,2,0
101,-360.8559583198359,24.0,0,2,1,0,1,1,2,1,0
102,-345.4959583198359,39.36,1,10,6,0,1,7,11,2,0
103,-318.8759583198359,65.98,0,3,2,0,1,3,4,2,0
104,23.194041680164105,408.05,1,6,5,1,1,5,6,2,0
105,-370.0359583198359,14.82,1,2,2,1,1,3,3,3,0
106,-289.3559583198359,95.5,2,3,3,2,1,4,4,3,0
107,-171.7359583198359,213.12,0,8,5,0,1,5,8,1,0
108,262.1440416801641,647.0,0,4,3,0,1,3,4,3,0
109,-325.89595831983587,58.96,2,3,3,1,1,5,7,1,0
110,-244.85595831983588,140.0,3,12,4,1,1,5,18,5,0
111,-274.8559583198359,110.0,1,4,3,1,1,3,5,2,0
112,-366.8559583198359,18.0,9,14,9,3,1,17,34,13,0
113,-353.9059583198359,30.95,0,2,2,0,1,2,2,1,0
114,75.09404168016408,459.95,0,2,2,0,1,1,1,2,0
115,-266.77595831983587,118.08,4,10,5,0,1,9,19,3,0
116,647.0540416801641,1031.91,2,6,3,0,1,3,6,2,0
117,331.54404168016407,716.4,4,5,3,1,1,6,9,4,0
118,-97.8559583198359,287.0,0,2,2,0,3,2,2,2,0
119,72.1440416801641,457.0,0,4,1,0,2,1,5,1,0
120,-289.88595831983594,94.97,0,3,2,0,1,4,5,2,0
121,-189.3659583198359,195.49,1,6,4,1,1,5,7,2,0
122,1311.144041680164,1696.0,0,2,2,0,1,1,1,1,0
123,-383.395958319836,1.46,2,7,5,1,1,7,9,5,0
124,-329.8559583198359,55.0,2,5,3,0,1,6,10,3,0
125,-369.8559583198359,15.0,1,4,4,0,3,4,5,1,0
126,-261.7059583198359,123.15,0,1,1,0,1,0,0,1,0
127,-134.8559583198359,250.0,1,4,1,1,1,1,4,1,0
128,-318.8759583198359,65.98,0,1,1,0,1,1,1,1,0
129,132.74404168016412,517.6,1,8,7,1,1,8,10,5,0
130,510.1440416801641,895.0,2,3,2,1,1,4,7,4,0
131,-34.855958319835906,350.0,1,1,1,0,1,3,4,3,0
132,777.144041680164,1162.0,0,2,2,0,1,5,5,4,0
133,-281.4959583198359,103.36,1,3,3,0,1,4,4,2,0
134,-348.9159583198359,246.8,0,2,1,0,2,1,2,1,0
135,-310.6059583198359,74.25,1,3,2,0,1,3,5,2,0
136,175.14404168016412,560.0,1,6,3,0,1,4,8,3,0
137,356.8940416801641,741.75,0,1,1,0,1,1,1,1,0
138,20.144041680164094,405.0,3,6,4,1,1,7,11,4,0
139,-253.9359583198359,130.92,0,3,1,0,1,2,6,1,0
140,-312.02595831983587,72.83,0,1,1,0,1,1,1,1,0
141,-366.455958319836,18.4,1,2,2,1,1,4,5,3,0
142,-221.69595831983588,163.16,1,5,5,0,1,5,5,1,0
143,-165.18595831983592,219.67,0,2,2,0,2,2,2,1,0
144,265.1440416801641,650.0,0,5,5,0,1,5,5,3,0
145,-316.8559583198359,68.0,9,14,9,3,1,17,34,14,0
146,-14.855958319835903,370.0,12,15,10,0,2,10,21,5,0
147,-366.9459583198359,17.91,7,14,8,1,1,18,37,13,0
148,260.6440416801641,645.5,0,1,1,0,1,1,1,1,0
149,-374.8759583198359,9.98,0,1,1,0,1,1,1,1,0
150,-184.85595831983588,200.0,1,5,3,0,1,3,5,2,0
151,-113.70595831983593,271.15,0,3,2,0,1,2,3,2,0
152,-144.8559583198359,240.0,4,2,2,1,1,5,6,2,0
153,-280.1059583198359,104.75,0,12,11,0,1,16,20,11,0
154,-348.9159583198359,246.8,2,3,1,0,3,2,6,1,0
155,-366.895958319836,17.96,5,6,4,1,1,5,11,2,0
156,163.94404168016402,548.8,0,1,1,0,2,1,1,1,0
157,-340.7359583198359,44.12,0,1,1,0,1,2,2,1,0
158,-350.6059583198359,34.25,0,3,2,0,1,2,5,2,0
159,262.1440416801641,647.0,0,4,4,0,2,6,7,4,0
160,-305.6959583198359,79.16,1,1,1,1,1,1,1,1,0
161,1905.1440416801638,2290.0,0,5,3,0,1,3,5,0,0
162,173.89404168016412,558.75,2,4,4,2,1,5,7,3,0
163,615.144041680164,1000.0,0,11,7,0,1,7,14,2,0
164,434.3940416801641,819.25,9,14,9,3,1,18,35,15,0
165,790.9940416801642,1175.85,1,8,5,0,1,6,9,3,0
166,-357.4959583198359,27.36,0,1,1,0,1,0,0,0,0
167,-171.7359583198359,213.12,0,8,5,0,1,5,8,1,0
168,-287.1059583198359,97.75,7,14,10,1,1,10,25,5,0
169,-339.8559583198359,45.0,4,6,5,3,1,10,12,6,0
170,282.1440416801641,667.0,0,7,7,0,1,8,9,6,0
171,1293.144041680164,1678.0,0,6,3,0,1,4,8,4,0
172,-366.895958319836,17.96,5,6,4,1,1,5,11,2,0
173,54.1440416801641,439.0,0,4,4,0,1,5,5,4,0
174,2081.1440416801643,2466.0,0,1,1,0,2,1,1,1,0
175,-316.8559583198359,68.0,9,14,9,3,1,18,35,16,0
176,-379.5659583198359,5.29,2,2,2,0,1,4,4,2,0
177,-242.85595831983588,142.0,1,4,3,1,1,3,4,3,0
178,-233.3459583198359,151.51,1,2,2,1,1,2,2,1,0
179,10.144041680164094,395.0,1,9,4,1,1,6,13,4,0
180,-41.855958319835906,343.0,0,2,1,0,1,2,3,2,0
181,1851.1440416801638,2236.0,2,3,2,1,1,2,4,2,0
182,-126.8559583198359,258.0,4,12,7,1,1,8,14,4,0
183,-266.77595831983587,118.08,1,3,2,0,2,2,3,1,0
184,-97.57595831983593,287.28,1,6,4,1,1,5,7,2,0
185,2.184041680164114,387.04,0,2,2,0,1,2,2,2,0
186,-344.8459583198359,40.01,2,3,2,0,1,2,4,1,0
187,-371.8559583198359,13.0,1,2,2,1,1,2,2,2,0
188,-141.2359583198359,243.62,2,5,5,0,1,6,6,2,0
189,1940.444041680164,2325.3,6,9,9,3,1,10,15,5,0
190,-266.77595831983587,118.08,4,10,5,0,2,9,19,3,0
191,1070.8849138076316,1491.0,1,11,6,0,1,7,12,3,0
192,-400.1150861923684,27.2,0,2,1,0,2,1,2,1,0
193,-288.6150861923684,131.5,0,1,1,0,1,1,1,1,0
194,-22.115086192368373,398.0,2,3,2,0,1,2,4,1,0
195,-268.6550861923684,151.46,0,6,4,0,1,4,6,2,0
196,689.8849138076317,1110.0,0,4,3,0,1,3,3,2,0
197,424.08491380763166,844.2,0,7,6,0,1,6,7,5,0
198,-10.145086192368352,409.97,2,2,2,1,1,2,2,1,0
199,299.8849138076316,720.0,3,3,3,1,1,3,4,1,0
200,-252.11508619236838,168.0,0,5,3,0,1,5,7,4,0
201,-386.1350861923684,33.98,0,3,3,0,1,3,3,2,0
202,-348.1150861923684,72.0,1,7,6,1,1,6,7,4,0
203,-405.4650861923684,14.65,1,2,2,0,1,4,4,2,0
204,-205.9650861923684,453.6,2,5,5,0,3,6,9,2,0
205,31.564913807631626,451.68,0,1,1,0,1,1,1,1,0
206,200.6149138076316,620.73,3,3,2,0,1,4,8,2,0
207,-201.11508619236838,219.0,6,7,6,2,1,9,13,5,0
208,-60.11508619236838,360.0,0,6,3,0,2,4,8,4,0
209,-125.11508619236838,295.0,0,2,2,0,1,2,2,2,0
210,-5.115086192368381,415.0,2,10,8,1,1,18,21,11,0
211,96.83491380763166,516.95,1,5,4,1,1,5,6,2,0
212,-416.9150861923684,6.4,0,3,3,0,2,3,3,2,0
213,-416.9150861923684,3.2,0,4,4,0,1,4,4,3,0
214,-163.0950861923684,257.02,0,5,4,0,1,5,6,1,0
215,1515.4449138076316,1935.56,1,4,3,0,1,4,5,2,0
216,216.6149138076316,636.73,2,8,6,0,1,7,9,2,0
217,-344.1150861923684,76.0,0,3,3,0,1,2,3,1,0
218,1778.8849138076316,2199.0,0,0,0,0,1,0,0,0,0
219,389.8849138076316,810.0,6,9,8,3,1,10,16,4,0
220,216.6149138076316,636.73,0,4,1,0,2,1,4,1,0
221,-372.1150861923684,48.0,0,10,9,0,1,11,16,5,0
222,-151.11508619236838,269.0,0,1,1,0,1,1,1,1,0
223,-290.2150861923684,129.9,2,5,3,0,1,3,5,1,0
224,1.6849138076316308,421.8,1,7,6,1,3,6,8,5,0
225,-39.1550861923684,380.96,2,10,8,1,1,18,21,11,0
226,-417.3350861923684,2.78,9,3,1,1,1,10,15,2,0
227,1074.8849138076316,1495.0,2,3,3,2,1,6,7,6,0
228,159.88491380763162,580.0,0,3,3,0,1,3,3,3,0
229,-228.33508619236838,191.78,2,3,3,2,1,5,5,3,0
230,539.8849138076316,960.0,0,2,1,0,1,1,2,1,0
231,121.88491380763162,542.0,0,1,1,0,1,1,1,1,0
232,44.32491380763162,464.44,6,12,10,1,2,19,28,8,0
233,1122.2549138076317,1542.37,1,9,6,0,1,6,10,3,0
234,1784.8849138076316,2205.0,1,7,3,0,1,4,8,1,0
235,-121.11508619236838,299.0,3,7,7,2,2,10,13,9,0
236,-418.3650861923684,1.75,0,1,1,0,1,1,1,1,0
237,287.8849138076316,708.0,0,3,3,0,1,3,6,3,0
238,-160.11508619236838,260.0,1,2,1,1,1,1,2,1,0
239,-398.12508619236837,21.99,1,8,6,0,1,7,10,3,0
240,622.4449138076316,1042.56,1,3,2,0,1,4,5,1,0
241,-350.1150861923684,70.0,2,13,9,0,1,12,19,6,0
242,-206.11508619236838,214.0,0,2,2,0,1,2,2,2,0
243,1907.3149138076315,2327.43,5,5,3,0,1,6,16,6,0
244,-231.11508619236838,189.0,3,7,6,1,1,8,10,5,0
245,-236.5650861923684,183.55,0,1,1,0,1,1,1,1,0
246,365.33491380763166,785.45,0,2,2,0,1,2,3,2,0
247,596.3549138076316,1016.47,1,11,6,0,1,7,12,4,0
248,-412.4150861923684,7.7,2,3,2,1,1,3,4,1,0
249,512.8449138076317,932.96,0,1,1,0,1,0,0,1,0
250,-400.1150861923684,27.2,0,2,2,0,3,1,1,1,0
251,683.4849138076315,1103.6,0,1,1,0,1,1,1,1,0
252,-10.485086192368383,409.63,3,10,2,0,2,2,11,1,0
253,87.93491380763163,582.42,1,6,4,1,2,4,6,3,0
254,216.6149138076316,636.73,2,8,6,0,2,7,9,2,0
255,-350.9150861923684,69.2,2,4,4,2,1,5,5,4,0
256,-209.11508619236838,211.0,2,5,3,1,1,3,5,1,0
257,-313.1150861923684,107.0,2,3,2,2,1,2,3,2,0
258,-55.64508619236835,364.47,1,3,2,0,1,4,5,2,0
259,-257.81508619236837,162.3,0,1,1,0,1,1,1,1,0
260,-414.5550861923684,40.01,0,5,5,0,2,5,5,4,0
261,-87.99508619236838,332.12,0,3,2,0,1,2,4,2,0
262,751.1349138076317,1171.25,0,6,5,0,1,5,6,2,0
263,-290.2150861923684,129.9,1,8,6,0,2,8,11,4,0
264,-218.36508619236838,201.75,0,1,1,0,1,1,1,1,0
265,-356.1150861923684,64.0,2,4,2,0,1,3,6,2,0
266,474.8849138076316,895.0,1,6,5,0,1,5,7,2,0
267,-316.0850861923684,104.03,3,10,5,0,1,7,13,2,0
268,1761.2849138076315,2181.4,2,1,1,1,1,2,2,1,0
269,-271.1150861923684,149.0,0,3,2,0,1,2,3,1,0
270,-366.2150861923684,53.9,3,6,3,1,1,5,11,3,0
271,-381.7650861923684,38.35,2,3,2,0,1,2,7,1,0
272,-21.715086192368407,398.4,1,2,2,1,1,2,2,1,0
273,-30.115086192368373,390.0,2,7,4,1,1,4,9,4,0
274,1926.884913807632,2347.0,9,14,9,2,1,19,36,14,0
275,139.36491380763164,559.48,1,3,2,0,1,4,5,2,0
276,-231.11508619236838,189.0,3,7,6,1,1,8,10,5,0
277,165.20491380763167,585.32,1,3,3,1,1,4,5,4,0
278,-290.2150861923684,129.9,0,5,4,0,3,4,5,2,0
279,-151.11508619236838,269.0,0,1,1,0,1,1,1,1,0
280,-203.0150861923684,217.1,9,3,1,1,1,10,15,3,0
281,-189.6850861923684,230.43,0,2,2,0,1,2,2,1,0
282,-385.7150861923684,34.4,0,1,1,0,1,1,1,1,0
283,-281.0350861923684,139.08,0,2,2,0,2,2,2,2,0
284,-271.1650861923684,148.95,0,1,1,0,1,1,1,1,0
285,-231.11508619236838,189.0,3,7,6,1,1,8,10,5,0
286,-205.9650861923684,453.6,1,5,3,0,4,4,7,3,0
287,-370.1650861923684,49.95,2,2,2,2,1,3,4,2,0
288,-280.1150861923684,140.0,0,3,2,0,1,2,3,1,0
289,-231.11508619236838,189.0,3,7,6,1,1,8,10,5,0
290,-381.1450861923684,38.97,2,3,3,2,1,3,3,2,0
291,769.8449138076317,1189.96,2,7,4,1,1,5,10,5,0
292,-350.5850861923684,69.53,0,4,4,0,1,4,4,2,0
293,-210.11508619236838,210.0,1,2,2,1,1,3,3,1,0
294,-98.09508619236841,322.02,7,14,9,0,1,9,26,5,0
295,-403.6150861923684,16.5,0,3,2,0,1,2,3,1,0
296,-347.1150861923684,73.0,2,5,3,1,1,3,5,1,0
297,-311.9350861923684,108.18,0,6,3,0,1,3,7,2,0
298,-353.5150861923684,66.6,1,1,1,1,1,2,2,2,0
299,-121.11508619236838,299.0,1,10,5,1,3,7,14,5,0
300,-207.0750861923684,213.04,0,6,4,0,2,5,8,2,0
301,-410.1150861923684,10.0,1,3,1,0,1,1,3,1,0
302,-205.9650861923684,453.6,1,10,8,0,5,18,21,9,0
303,-400.06508619236837,20.05,0,1,1,0,1,1,1,1,0
304,-349.1150861923684,71.0,3,2,1,1,1,1,5,1,0
305,-383.7150861923684,36.4,0,6,4,0,1,4,6,2,0
306,-10.485086192368383,409.63,3,7,6,0,3,6,10,2,0
307,1784.8849138076316,2205.0,1,7,3,0,1,4,8,1,0
308,-231.11508619236838,189.0,3,2,1,1,1,2,6,2,0
309,-259.7150861923684,160.4,0,1,1,0,1,1,1,1,0
310,-309.1150861923684,170.0,0,12,11,0,2,17,21,9,0
311,-404.0150861923684,16.1,6,6,4,1,1,7,17,7,0
312,-414.62508619236837,5.49,1,6,4,0,1,5,12,2,0
313,1.6849138076316308,421.8,2,6,4,0,4,4,9,1,0
314,-279.3050861923684,140.81,0,2,2,0,1,3,3,3,0
315,121.88491380763162,542.0,0,1,1,0,1,1,1,2,0
316,-404.3550861923684,15.76,1,1,1,1,1,1,2,1,0
317,-231.11508619236838,189.0,0,2,1,0,2,1,2,1,0
318,-107.28508619236841,312.83,0,5,5,0,1,7,11,4,0
319,-269.0850861923684,151.03,1,2,2,1,1,4,5,5,0
320,-115.83508619236841,673.4,0,1,1,0,2,1,1,1,0
321,84.88491380763162,505.0,0,1,1,0,2,1,1,1,0
322,1122.2549138076317,1542.37,0,5,4,0,2,3,4,2,0
323,-212.11508619236838,208.0,4,11,6,0,1,10,20,4,0
324,1137.8849138076316,1558.0,0,4,4,0,1,5,5,4,0
325,-270.1150861923684,150.0,1,3,1,1,1,1,3,1,0
326,-183.11508619236838,237.0,0,4,2,0,2,2,3,2,0
327,702.8849138076317,1123.0,3,5,2,0,1,3,9,2,0
328,-265.1450861923684,154.97,3,8,6,0,1,8,12,14,0
329,2609.7549138076315,3029.87,0,1,1,0,1,1,1,1,0
330,-281.25508619236837,138.86,3,8,6,0,1,9,13,15,0
331,-376.8350861923684,43.28,0,1,1,0,2,2,2,1,0
332,1616.5849138076314,2290.0,0,3,1,0,2,1,2,0,0
333,-220.11508619236838,200.0,2,8,3,0,1,3,10,2,0
334,185.29491380763162,605.41,0,5,3,0,3,2,4,2,0
335,-207.0750861923684,213.04,1,11,6,0,3,8,13,5,0
336,-283.75508619236837,182.0,2,10,8,1,2,19,22,12,0
337,-308.8250861923684,111.29,0,2,2,0,2,3,3,2,0
338,-259.7150861923684,160.4,2,3,3,2,2,4,4,2,0
339,-210.7750861923684,209.34,7,14,7,0,2,16,37,11,0
340,-340.9150861923684,79.2,2,3,2,0,1,3,7,2,0
341,-91.97508619236841,328.14,1,4,4,0,1,4,5,2,0
342,-225.3850861923684,194.73,0,1,1,0,1,1,1,1,0
343,107.16491380763159,527.28,0,3,1,0,1,1,3,1,0
344,-205.9650861923684,453.6,1,6,5,1,6,8,10,4,0
345,-364.9950861923684,55.12,1,4,3,0,1,3,4,1,0
346,144.88491380763162,565.0,3,3,2,0,1,4,8,3,0
347,488.3849138076316,908.5,0,5,5,0,4,7,8,5,0
348,-94.10508619236843,326.01,12,15,9,0,1,9,22,5,0
349,-347.3650861923684,72.75,2,6,4,1,1,6,13,2,0
350,537.7349138076316,957.85,4,5,3,0,1,7,10,4,0
351,95.24491380763165,515.36,0,3,2,0,1,4,5,2,0
352,469.6749138076316,889.79,1,6,2,0,2,3,7,1,0
353,-350.5850861923684,69.53,0,5,4,0,2,5,8,4,0
354,-366.4150861923684,53.7,3,3,2,1,1,1,3,1,0
355,-9.005086192368367,411.11,0,6,5,0,1,6,8,4,0
356,-138.8450861923684,453.6,1,5,3,0,6,4,7,3,0
357,-121.11508619236838,299.0,1,10,5,1,3,7,14,5,0
358,-220.11508619236838,200.0,8,14,7,1,1,17,38,12,0
359,-146.61508619236838,273.5,0,1,1,0,1,0,0,1,0
360,-121.11508619236838,299.0,0,7,4,0,4,6,10,2,0
361,-239.3250861923684,180.79,0,7,6,0,1,7,9,6,0
362,564.8849138076316,985.0,0,2,2,0,1,3,3,2,1
363,-401.1750861923684,18.94,0,1,1,0,1,1,1,1,0
364,242.88491380763162,663.0,2,5,5,2,1,6,8,3,0
365,-379.4550861923684,40.66,1,3,3,0,1,3,4,3,0
366,1177.5549138076315,1597.67,3,7,4,2,1,5,7,2,0
367,-352.6150861923684,67.5,0,6,6,0,1,6,6,3,0
368,-179.1250861923684,240.99,4,12,6,1,1,6,14,5,0
369,164.88491380763162,585.0,0,6,4,0,3,4,6,3,0
370,259.8849138076316,680.0,0,1,1,0,1,1,1,1,0
371,1.6849138076316308,421.8,0,3,2,0,5,2,3,1,0
372,-408.81508619236837,11.3,3,3,3,3,1,7,8,7,0
373,-335.1150861923684,85.0,0,3,2,0,1,2,3,1,0
374,-337.1350861923684,82.98,0,1,1,0,1,1,1,1,0
375,-231.11508619236838,189.0,3,7,6,1,2,8,10,5,0
376,-146.2150861923684,273.9,0,3,2,0,1,5,6,3,0
377,630.8349138076318,1050.95,0,7,6,0,1,7,9,5,0
378,-146.56508619236837,273.55,0,5,4,0,1,4,5,4,0
379,-382.9850861923684,37.13,8,14,7,1,1,18,39,13,0
380,-364.1150861923684,56.0,3,6,4,1,1,7,11,4,0
381,-340.1650861923684,79.95,0,2,2,0,1,2,2,2,0
382,-225.11508619236838,195.0,3,4,4,3,3,8,9,8,0
383,-369.3650861923684,50.75,0,1,1,0,1,1,1,1,0
384,1070.8849138076316,1491.0,0,3,2,0,2,2,3,1,0
385,469.6749138076316,889.79,0,6,4,0,2,4,6,3,0
386,-336.2150861923684,83.9,0,8,7,0,1,7,8,6,0
387,-121.11508619236838,299.0,1,2,2,0,5,2,2,1,0
388,-400.1650861923684,19.95,1,3,2,0,1,2,3,1,0
389,-236.7950861923684,183.32,0,1,1,0,1,2,2,2,0
390,1778.8849138076316,2199.0,0,0,0,0,1,0,0,1,0
391,-395.12508619236837,24.99,2,5,4,0,1,5,6,3,0
392,333.7249138076316,753.84,3,3,2,1,1,4,8,3,0
393,1.6849138076316308,421.8,0,8,5,0,6,5,8,2,0
394,-372.1450861923684,47.97,0,2,1,0,1,1,2,1,0
395,-394.3650861923684,25.75,0,5,3,0,2,3,7,3,0
396,-355.8850861923684,64.23,0,1,1,0,1,1,1,1,0
397,614.8849138076316,1035.0,2,3,3,2,1,6,7,4,0
398,-356.9950861923684,63.12,2,6,4,0,2,5,7,2,0
399,216.70491380763167,636.82,0,4,3,0,1,4,5,3,0
400,-270.1150861923684,150.0,0,5,3,0,2,4,9,1,0
401,1616.5849138076314,2290.0,2,4,4,0,3,4,5,0,0
402,1122.2549138076317,1542.37,0,1,1,0,3,1,1,1,0
403,-281.8550861923684,138.26,1,3,2,0,1,3,6,2,0
404,-380.5950861923684,39.52,2,4,4,2,1,5,5,3,0
405,-180.11508619236838,240.0,1,6,4,1,1,3,5,3,0
406,979.8649138076316,1399.98,2,6,5,1,2,5,6,4,0
407,115.42491380763157,535.54,1,3,3,0,1,3,4,3,0
408,-0.11508619236838058,420.0,1,1,1,1,1,1,1,1,0
409,1177.5549138076315,1597.67,0,5,5,0,2,8,11,5,0
410,253.0049138076316,673.12,0,1,1,0,1,1,1,1,0
411,253.0049138076316,673.12,0,1,1,0,1,1,1,1,0
412,-221.11508619236838,199.0,1,3,1,0,1,3,6,1,0
413,-333.7950861923684,86.32,0,7,3,0,1,4,10,1,0
414,1874.884913807632,2295.0,1,3,3,0,1,4,4,3,0
415,1719.2049138076318,2139.32,0,6,5,0,1,7,9,4,0
416,704.8849138076317,1125.0,1,3,2,0,1,3,4,1,0
417,1619.8849138076316,2040.0,1,1,1,1,1,3,4,2,0
