,merchantnum_amount_week_diff_max_1,newmerch_30,cardnum_state_30,cardnum_state_15,newmerch_7,merchantnum_cardnum_3,cardnum_merchantnum_15,cardnum_merchantnum_30,cardnum_zip_7,Fraud
64,-312.01595831983593,2,9,3,1,1,7,12,3,0
65,288.54404168016407,2,7,6,0,1,7,9,3,0
66,-369.8559583198359,0,1,1,0,2,1,1,1,0
67,-355.6059583198359,1,5,5,1,1,10,10,7,0
68,-327.89595831983587,2,2,2,0,1,4,4,1,0
69,-378.8559583198359,4,1,1,0,1,1,6,1,0
70,644.0440416801641,3,8,6,0,1,7,12,16,0
71,343.5040416801641,5,5,3,0,1,5,15,5,0
72,115.1440416801641,0,4,2,0,1,2,4,2,0
73,-323.3059583198359,1,3,3,0,1,4,6,3,0
74,-238.85595831983588,1,4,2,0,1,2,5,2,0
75,-364.9059583198359,2,8,8,1,1,11,14,4,0
76,-366.8559583198359,1,3,2,0,1,2,3,1,0
77,-320.3659583198359,0,3,1,0,1,1,2,1,0
78,-97.8559583198359,1,5,4,0,2,6,8,3,0
79,-179.85595831983588,3,6,6,2,1,9,12,9,0
80,755.144041680164,9,14,9,3,1,16,34,12,0
81,197.564041680164,0,9,4,0,1,5,12,3,0
82,68.74404168016412,0,1,1,0,2,1,1,1,0
83,-233.3459583198359,1,2,2,1,1,2,2,1,0
84,-318.2059583198359,0,10,10,0,1,11,12,8,0
85,-334.01595831983593,0,1,1,0,1,1,1,1,0
86,-34.855958319835906,1,1,1,0,1,3,4,3,0
87,-366.015958319836,2,8,8,1,1,11,14,5,0
88,63.1440416801641,6,8,7,2,1,10,15,5,0
89,-56.78595831983591,1,2,1,0,1,1,2,1,0
90,405.9940416801641,1,10,8,0,1,16,19,8,0
91,-369.6959583198359,0,1,1,0,1,1,1,1,0
92,-51.6759583198359,1,1,1,1,1,1,1,1,0
93,1293.144041680164,0,6,3,0,1,4,8,4,0
94,331.54404168016407,4,5,3,1,1,6,9,4,0
95,-377.5559583198359,4,10,5,0,1,8,18,2,0
96,-324.8659583198359,2,2,1,1,1,1,2,1,0
97,-333.7559583198359,1,10,8,0,1,17,20,9,0
98,-84.8559583198359,0,3,2,0,1,2,3,2,0
99,-376.9059583198359,2,4,4,1,1,5,5,2,0
100,1831.6040416801638,1,3,2,1,1,3,5,2,0
101,-360.8559583198359,0,2,1,0,1,1,2,1,0
102,-345.4959583198359,1,10,6,0,1,7,11,2,0
103,-318.8759583198359,0,3,2,0,1,3,4,2,0
104,23.194041680164105,1,6,5,1,1,5,6,2,0
105,-370.0359583198359,1,2,2,1,1,3,3,3,0
106,-289.3559583198359,2,3,3,2,1,4,4,3,0
107,-171.7359583198359,0,8,5,0,1,5,8,1,0
108,262.1440416801641,0,4,3,0,1,3,4,3,0
109,-325.89595831983587,2,3,3,1,1,5,7,1,0
110,-244.85595831983588,3,12,4,1,1,5,18,5,0
111,-274.8559583198359,1,4,3,1,1,3,5,2,0
112,-366.8559583198359,9,14,9,3,1,17,34,13,0
113,-353.9059583198359,0,2,2,0,1,2,2,1,0
114,75.09404168016408,0,2,2,0,1,1,1,2,0
115,-266.77595831983587,4,10,5,0,1,9,19,3,0
116,647.0540416801641,2,6,3,0,1,3,6,2,0
117,331.54404168016407,4,5,3,1,1,6,9,4,0
118,-97.8559583198359,0,2,2,0,3,2,2,2,0
119,72.1440416801641,0,4,1,0,2,1,5,1,0
120,-289.88595831983594,0,3,2,0,1,4,5,2,0
121,-189.3659583198359,1,6,4,1,1,5,7,2,0
122,1311.144041680164,0,2,2,0,1,1,1,1,0
123,-383.395958319836,2,7,5,1,1,7,9,5,0
124,-329.8559583198359,2,5,3,0,1,6,10,3,0
125,-369.8559583198359,1,4,4,0,3,4,5,1,0
126,-261.7059583198359,0,1,1,0,1,0,0,1,0
127,-134.8559583198359,1,4,1,1,1,1,4,1,0
128,-318.8759583198359,0,1,1,0,1,1,1,1,0
129,132.74404168016412,1,8,7,1,1,8,10,5,0
130,510.1440416801641,2,3,2,1,1,4,7,4,0
131,-34.855958319835906,1,1,1,0,1,3,4,3,0
132,777.144041680164,0,2,2,0,1,5,5,4,0
133,-281.4959583198359,1,3,3,0,1,4,4,2,0
134,-348.9159583198359,0,2,1,0,2,1,2,1,0
135,-310.6059583198359,1,3,2,0,1,3,5,2,0
136,175.14404168016412,1,6,3,0,1,4,8,3,0
137,356.8940416801641,0,1,1,0,1,1,1,1,0
138,20.144041680164094,3,6,4,1,1,7,11,4,0
139,-253.9359583198359,0,3,1,0,1,2,6,1,0
140,-312.02595831983587,0,1,1,0,1,1,1,1,0
141,-366.455958319836,1,2,2,1,1,4,5,3,0
142,-221.69595831983588,1,5,5,0,1,5,5,1,0
143,-165.18595831983592,0,2,2,0,2,2,2,1,0
144,265.1440416801641,0,5,5,0,1,5,5,3,0
145,-316.8559583198359,9,14,9,3,1,17,34,14,0
146,-14.855958319835903,12,15,10,0,2,10,21,5,0
147,-366.9459583198359,7,14,8,1,1,18,37,13,0
148,260.6440416801641,0,1,1,0,1,1,1,1,0
149,-374.8759583198359,0,1,1,0,1,1,1,1,0
150,-184.85595831983588,1,5,3,0,1,3,5,2,0
151,-113.70595831983593,0,3,2,0,1,2,3,2,0
152,-144.8559583198359,4,2,2,1,1,5,6,2,0
153,-280.1059583198359,0,12,11,0,1,16,20,11,0
154,-348.9159583198359,2,3,1,0,3,2,6,1,0
155,-366.895958319836,5,6,4,1,1,5,11,2,0
156,163.94404168016402,0,1,1,0,2,1,1,1,0
157,-340.7359583198359,0,1,1,0,1,2,2,1,0
158,-350.6059583198359,0,3,2,0,1,2,5,2,0
159,262.1440416801641,0,4,4,0,2,6,7,4,0
160,-305.6959583198359,1,1,1,1,1,1,1,1,0
161,1905.1440416801638,0,5,3,0,1,3,5,0,0
162,173.89404168016412,2,4,4,2,1,5,7,3,0
163,615.144041680164,0,11,7,0,1,7,14,2,0
164,434.3940416801641,9,14,9,3,1,18,35,15,0
165,790.9940416801642,1,8,5,0,1,6,9,3,0
166,-357.4959583198359,0,1,1,0,1,0,0,0,0
167,-171.7359583198359,0,8,5,0,1,5,8,1,0
168,-287.1059583198359,7,14,10,1,1,10,25,5,0
169,-339.8559583198359,4,6,5,3,1,10,12,6,0
170,282.1440416801641,0,7,7,0,1,8,9,6,0
171,1293.144041680164,0,6,3,0,1,4,8,4,0
172,-366.895958319836,5,6,4,1,1,5,11,2,0
173,54.1440416801641,0,4,4,0,1,5,5,4,0
174,2081.1440416801643,0,1,1,0,2,1,1,1,0
175,-316.8559583198359,9,14,9,3,1,18,35,16,0
176,-379.5659583198359,2,2,2,0,1,4,4,2,0
177,-242.85595831983588,1,4,3,1,1,3,4,3,0
178,-233.3459583198359,1,2,2,1,1,2,2,1,0
179,10.144041680164094,1,9,4,1,1,6,13,4,0
180,-41.855958319835906,0,2,1,0,1,2,3,2,0
181,1851.1440416801638,2,3,2,1,1,2,4,2,0
182,-126.8559583198359,4,12,7,1,1,8,14,4,0
183,-266.77595831983587,1,3,2,0,2,2,3,1,0
184,-97.57595831983593,1,6,4,1,1,5,7,2,0
185,2.184041680164114,0,2,2,0,1,2,2,2,0
186,-344.8459583198359,2,3,2,0,1,2,4,1,0
187,-371.8559583198359,1,2,2,1,1,2,2,2,0
188,-141.2359583198359,2,5,5,0,1,6,6,2,0
189,1940.444041680164,6,9,9,3,1,10,15,5,0
190,-266.77595831983587,4,10,5,0,2,9,19,3,0
191,1070.8849138076316,1,11,6,0,1,7,12,3,0
192,-400.1150861923684,0,2,1,0,2,1,2,1,0
193,-288.6150861923684,0,1,1,0,1,1,1,1,0
194,-22.115086192368373,2,3,2,0,1,2,4,1,0
195,-268.6550861923684,0,6,4,0,1,4,6,2,0
196,689.8849138076317,0,4,3,0,1,3,3,2,0
197,424.08491380763166,0,7,6,0,1,6,7,5,0
198,-10.145086192368352,2,2,2,1,1,2,2,1,0
199,299.8849138076316,3,3,3,1,1,3,4,1,0
200,-252.11508619236838,0,5,3,0,1,5,7,4,0
201,-386.1350861923684,0,3,3,0,1,3,3,2,0
202,-348.1150861923684,1,7,6,1,1,6,7,4,0
203,-405.4650861923684,1,2,2,0,1,4,4,2,0
204,-205.9650861923684,2,5,5,0,3,6,9,2,0
205,31.564913807631626,0,1,1,0,1,1,1,1,0
206,200.6149138076316,3,3,2,0,1,4,8,2,0
207,-201.11508619236838,6,7,6,2,1,9,13,5,0
208,-60.11508619236838,0,6,3,0,2,4,8,4,0
209,-125.11508619236838,0,2,2,0,1,2,2,2,0
210,-5.115086192368381,2,10,8,1,1,18,21,11,0
211,96.83491380763166,1,5,4,1,1,5,6,2,0
212,-416.9150861923684,0,3,3,0,2,3,3,2,0
213,-416.9150861923684,0,4,4,0,1,4,4,3,0
214,-163.0950861923684,0,5,4,0,1,5,6,1,0
215,1515.4449138076316,1,4,3,0,1,4,5,2,0
216,216.6149138076316,2,8,6,0,1,7,9,2,0
217,-344.1150861923684,0,3,3,0,1,2,3,1,0
218,1778.8849138076316,0,0,0,0,1,0,0,0,0
219,389.8849138076316,6,9,8,3,1,10,16,4,0
220,216.6149138076316,0,4,1,0,2,1,4,1,0
221,-372.1150861923684,0,10,9,0,1,11,16,5,0
222,-151.11508619236838,0,1,1,0,1,1,1,1,0
223,-290.2150861923684,2,5,3,0,1,3,5,1,0
224,1.6849138076316308,1,7,6,1,3,6,8,5,0
225,-39.1550861923684,2,10,8,1,1,18,21,11,0
226,-417.3350861923684,9,3,1,1,1,10,15,2,0
227,1074.8849138076316,2,3,3,2,1,6,7,6,0
228,159.88491380763162,0,3,3,0,1,3,3,3,0
229,-228.33508619236838,2,3,3,2,1,5,5,3,0
230,539.8849138076316,0,2,1,0,1,1,2,1,0
231,121.88491380763162,0,1,1,0,1,1,1,1,0
232,44.32491380763162,6,12,10,1,2,19,28,8,0
233,1122.2549138076317,1,9,6,0,1,6,10,3,0
234,1784.8849138076316,1,7,3,0,1,4,8,1,0
235,-121.11508619236838,3,7,7,2,2,10,13,9,0
236,-418.3650861923684,0,1,1,0,1,1,1,1,0
237,287.8849138076316,0,3,3,0,1,3,6,3,0
238,-160.11508619236838,1,2,1,1,1,1,2,1,0
239,-398.12508619236837,1,8,6,0,1,7,10,3,0
240,622.4449138076316,1,3,2,0,1,4,5,1,0
241,-350.1150861923684,2,13,9,0,1,12,19,6,0
242,-206.11508619236838,0,2,2,0,1,2,2,2,0
243,1907.3149138076315,5,5,3,0,1,6,16,6,0
244,-231.11508619236838,3,7,6,1,1,8,10,5,0
245,-236.5650861923684,0,1,1,0,1,1,1,1,0
246,365.33491380763166,0,2,2,0,1,2,3,2,0
247,596.3549138076316,1,11,6,0,1,7,12,4,0
248,-412.4150861923684,2,3,2,1,1,3,4,1,0
249,512.8449138076317,0,1,1,0,1,0,0,1,0
250,-400.1150861923684,0,2,2,0,3,1,1,1,0
251,683.4849138076315,0,1,1,0,1,1,1,1,0
252,-10.485086192368383,3,10,2,0,2,2,11,1,0
253,87.93491380763163,1,6,4,1,2,4,6,3,0
254,216.6149138076316,2,8,6,0,2,7,9,2,0
255,-350.9150861923684,2,4,4,2,1,5,5,4,0
256,-209.11508619236838,2,5,3,1,1,3,5,1,0
257,-313.1150861923684,2,3,2,2,1,2,3,2,0
258,-55.64508619236835,1,3,2,0,1,4,5,2,0
259,-257.81508619236837,0,1,1,0,1,1,1,1,0
260,-414.5550861923684,0,5,5,0,2,5,5,4,0
261,-87.99508619236838,0,3,2,0,1,2,4,2,0
262,751.1349138076317,0,6,5,0,1,5,6,2,0
263,-290.2150861923684,1,8,6,0,2,8,11,4,0
264,-218.36508619236838,0,1,1,0,1,1,1,1,0
265,-356.1150861923684,2,4,2,0,1,3,6,2,0
266,474.8849138076316,1,6,5,0,1,5,7,2,0
267,-316.0850861923684,3,10,5,0,1,7,13,2,0
268,1761.2849138076315,2,1,1,1,1,2,2,1,0
269,-271.1150861923684,0,3,2,0,1,2,3,1,0
270,-366.2150861923684,3,6,3,1,1,5,11,3,0
271,-381.7650861923684,2,3,2,0,1,2,7,1,0
272,-21.715086192368407,1,2,2,1,1,2,2,1,0
273,-30.115086192368373,2,7,4,1,1,4,9,4,0
274,1926.884913807632,9,14,9,2,1,19,36,14,0
275,139.36491380763164,1,3,2,0,1,4,5,2,0
276,-231.11508619236838,3,7,6,1,1,8,10,5,0
277,165.20491380763167,1,3,3,1,1,4,5,4,0
278,-290.2150861923684,0,5,4,0,3,4,5,2,0
279,-151.11508619236838,0,1,1,0,1,1,1,1,0
280,-203.0150861923684,9,3,1,1,1,10,15,3,0
281,-189.6850861923684,0,2,2,0,1,2,2,1,0
282,-385.7150861923684,0,1,1,0,1,1,1,1,0
283,-281.0350861923684,0,2,2,0,2,2,2,2,0
284,-271.1650861923684,0,1,1,0,1,1,1,1,0
285,-231.11508619236838,3,7,6,1,1,8,10,5,0
286,-205.9650861923684,1,5,3,0,4,4,7,3,0
287,-370.1650861923684,2,2,2,2,1,3,4,2,0
288,-280.1150861923684,0,3,2,0,1,2,3,1,0
289,-231.11508619236838,3,7,6,1,1,8,10,5,0
290,-381.1450861923684,2,3,3,2,1,3,3,2,0
291,769.8449138076317,2,7,4,1,1,5,10,5,0
292,-350.5850861923684,0,4,4,0,1,4,4,2,0
293,-210.11508619236838,1,2,2,1,1,3,3,1,0
294,-98.09508619236841,7,14,9,0,1,9,26,5,0
295,-403.6150861923684,0,3,2,0,1,2,3,1,0
296,-347.1150861923684,2,5,3,1,1,3,5,1,0
297,-311.9350861923684,0,6,3,0,1,3,7,2,0
298,-353.5150861923684,1,1,1,1,1,2,2,2,0
299,-121.11508619236838,1,10,5,1,3,7,14,5,0
300,-207.0750861923684,0,6,4,0,2,5,8,2,0
301,-410.1150861923684,1,3,1,0,1,1,3,1,0
302,-205.9650861923684,1,10,8,0,5,18,21,9,0
303,-400.06508619236837,0,1,1,0,1,1,1,1,0
304,-349.1150861923684,3,2,1,1,1,1,5,1,0
305,-383.7150861923684,0,6,4,0,1,4,6,2,0
306,-10.485086192368383,3,7,6,0,3,6,10,2,0
307,1784.8849138076316,1,7,3,0,1,4,8,1,0
308,-231.11508619236838,3,2,1,1,1,2,6,2,0
309,-259.7150861923684,0,1,1,0,1,1,1,1,0
310,-309.1150861923684,0,12,11,0,2,17,21,9,0
311,-404.0150861923684,6,6,4,1,1,7,17,7,0
312,-414.62508619236837,1,6,4,0,1,5,12,2,0
313,1.6849138076316308,2,6,4,0,4,4,9,1,0
314,-279.3050861923684,0,2,2,0,1,3,3,3,0
315,121.88491380763162,0,1,1,0,1,1,1,2,0
316,-404.3550861923684,1,1,1,1,1,1,2,1,0
317,-231.11508619236838,0,2,1,0,2,1,2,1,0
318,-107.28508619236841,0,5,5,0,1,7,11,4,0
319,-269.0850861923684,1,2,2,1,1,4,5,5,0
320,-115.83508619236841,0,1,1,0,2,1,1,1,0
321,84.88491380763162,0,1,1,0,2,1,1,1,0
322,1122.2549138076317,0,5,4,0,2,3,4,2,0
323,-212.11508619236838,4,11,6,0,1,10,20,4,0
324,1137.8849138076316,0,4,4,0,1,5,5,4,0
325,-270.1150861923684,1,3,1,1,1,1,3,1,0
326,-183.11508619236838,0,4,2,0,2,2,3,2,0
327,702.8849138076317,3,5,2,0,1,3,9,2,0
328,-265.1450861923684,3,8,6,0,1,8,12,14,0
329,2609.7549138076315,0,1,1,0,1,1,1,1,0
330,-281.25508619236837,3,8,6,0,1,9,13,15,0
331,-376.8350861923684,0,1,1,0,2,2,2,1,0
332,1616.5849138076314,0,3,1,0,2,1,2,0,0
333,-220.11508619236838,2,8,3,0,1,3,10,2,0
334,185.29491380763162,0,5,3,0,3,2,4,2,0
335,-207.0750861923684,1,11,6,0,3,8,13,5,0
336,-283.75508619236837,2,10,8,1,2,19,22,12,0
337,-308.8250861923684,0,2,2,0,2,3,3,2,0
338,-259.7150861923684,2,3,3,2,2,4,4,2,0
339,-210.7750861923684,7,14,7,0,2,16,37,11,0
340,-340.9150861923684,2,3,2,0,1,3,7,2,0
341,-91.97508619236841,1,4,4,0,1,4,5,2,0
342,-225.3850861923684,0,1,1,0,1,1,1,1,0
343,107.16491380763159,0,3,1,0,1,1,3,1,0
344,-205.9650861923684,1,6,5,1,6,8,10,4,0
345,-364.9950861923684,1,4,3,0,1,3,4,1,0
346,144.88491380763162,3,3,2,0,1,4,8,3,0
347,488.3849138076316,0,5,5,0,4,7,8,5,0
348,-94.10508619236843,12,15,9,0,1,9,22,5,0
349,-347.3650861923684,2,6,4,1,1,6,13,2,0
350,537.7349138076316,4,5,3,0,1,7,10,4,0
351,95.24491380763165,0,3,2,0,1,4,5,2,0
352,469.6749138076316,1,6,2,0,2,3,7,1,0
353,-350.5850861923684,0,5,4,0,2,5,8,4,0
354,-366.4150861923684,3,3,2,1,1,1,3,1,0
355,-9.005086192368367,0,6,5,0,1,6,8,4,0
356,-138.8450861923684,1,5,3,0,6,4,7,3,0
357,-121.11508619236838,1,10,5,1,3,7,14,5,0
358,-220.11508619236838,8,14,7,1,1,17,38,12,0
359,-146.61508619236838,0,1,1,0,1,0,0,1,0
360,-121.11508619236838,0,7,4,0,4,6,10,2,0
361,-239.3250861923684,0,7,6,0,1,7,9,6,0
362,564.8849138076316,0,2,2,0,1,3,3,2,1
363,-401.1750861923684,0,1,1,0,1,1,1,1,0
364,242.88491380763162,2,5,5,2,1,6,8,3,0
365,-379.4550861923684,1,3,3,0,1,3,4,3,0
366,1177.5549138076315,3,7,4,2,1,5,7,2,0
367,-352.6150861923684,0,6,6,0,1,6,6,3,0
368,-179.1250861923684,4,12,6,1,1,6,14,5,0
369,164.88491380763162,0,6,4,0,3,4,6,3,0
370,259.8849138076316,0,1,1,0,1,1,1,1,0
371,1.6849138076316308,0,3,2,0,5,2,3,1,0
372,-408.81508619236837,3,3,3,3,1,7,8,7,0
373,-335.1150861923684,0,3,2,0,1,2,3,1,0
374,-337.1350861923684,0,1,1,0,1,1,1,1,0
375,-231.11508619236838,3,7,6,1,2,8,10,5,0
376,-146.2150861923684,0,3,2,0,1,5,6,3,0
377,630.8349138076318,0,7,6,0,1,7,9,5,0
378,-146.56508619236837,0,5,4,0,1,4,5,4,0
379,-382.9850861923684,8,14,7,1,1,18,39,13,0
380,-364.1150861923684,3,6,4,1,1,7,11,4,0
381,-340.1650861923684,0,2,2,0,1,2,2,2,0
382,-225.11508619236838,3,4,4,3,3,8,9,8,0
383,-369.3650861923684,0,1,1,0,1,1,1,1,0
384,1070.8849138076316,0,3,2,0,2,2,3,1,0
385,469.6749138076316,0,6,4,0,2,4,6,3,0
386,-336.2150861923684,0,8,7,0,1,7,8,6,0
387,-121.11508619236838,1,2,2,0,5,2,2,1,0
388,-400.1650861923684,1,3,2,0,1,2,3,1,0
389,-236.7950861923684,0,1,1,0,1,2,2,2,0
390,1778.8849138076316,0,0,0,0,1,0,0,1,0
391,-395.12508619236837,2,5,4,0,1,5,6,3,0
392,333.7249138076316,3,3,2,1,1,4,8,3,0
393,1.6849138076316308,0,8,5,0,6,5,8,2,0
394,-372.1450861923684,0,2,1,0,1,1,2,1,0
395,-394.3650861923684,0,5,3,0,2,3,7,3,0
396,-355.8850861923684,0,1,1,0,1,1,1,1,0
397,614.8849138076316,2,3,3,2,1,6,7,4,0
398,-356.9950861923684,2,6,4,0,2,5,7,2,0
399,216.70491380763167,0,4,3,0,1,4,5,3,0
400,-270.1150861923684,0,5,3,0,2,4,9,1,0
401,1616.5849138076314,2,4,4,0,3,4,5,0,0
402,1122.2549138076317,0,1,1,0,3,1,1,1,0
403,-281.8550861923684,1,3,2,0,1,3,6,2,0
404,-380.5950861923684,2,4,4,2,1,5,5,3,0
405,-180.11508619236838,1,6,4,1,1,3,5,3,0
406,979.8649138076316,2,6,5,1,2,5,6,4,0
407,115.42491380763157,1,3,3,0,1,3,4,3,0
408,-0.11508619236838058,1,1,1,1,1,1,1,1,0
409,1177.5549138076315,0,5,5,0,2,8,11,5,0
410,253.0049138076316,0,1,1,0,1,1,1,1,0
411,253.0049138076316,0,1,1,0,1,1,1,1,0
412,-221.11508619236838,1,3,1,0,1,3,6,1,0
413,-333.7950861923684,0,7,3,0,1,4,10,1,0
414,1874.884913807632,1,3,3,0,1,4,4,3,0
415,1719.2049138076318,0,6,5,0,1,7,9,4,0
416,704.8849138076317,1,3,2,0,1,3,4,1,0
417,1619.8849138076316,1,1,1,1,1,3,4,2,0
418,-397.7150861923684,0,3,2,0,3,2,3,2,0
419,647.1749138076316,7,14,9,0,1,9,26,6,0
420,-390.7150861923684,1,1,1,1,1,1,1,1,0
421,-320.1650861923684,2,1,1,1,1,5,5,1,0
422,-20.115086192368373,2,7,2,1,1,2,10,2,0
423,-372.8650861923684,6,8,7,2,3,10,14,6,0
424,-186.11508619236838,0,4,2,0,1,2,4,2,0
425,275.37491380763163,0,1,1,0,1,1,1,1,0
426,1.6849138076316308,0,6,3,0,7,3,6,1,0
427,689.8849138076317,0,1,1,0,2,1,1,1,0
428,-239.17921764345056,1,3,1,0,1,2,4,1,0
429,-367.5392176434506,0,4,3,0,3,3,4,3,0
430,-2.379217643450602,3,5,2,0,1,4,10,1,0
431,-415.3692176434506,2,3,2,0,1,2,4,1,0
432,98.82078235654942,0,1,1,0,1,1,1,1,0
433,-369.57921764345065,2,3,2,0,1,2,10,1,0
434,-409.1892176434506,1,1,1,1,1,1,1,1,0
435,2035.8907823565494,1,5,4,1,7,6,7,3,0
436,-94.25921764345058,0,1,1,0,1,1,1,1,0
437,1629.3107823565495,0,4,2,0,3,2,3,2,0
438,115.04078235654941,0,5,5,0,1,5,5,1,0
439,110.72078235654936,1,4,4,0,2,5,7,4,0
440,-303.1792176434506,0,3,1,0,1,2,4,2,0
441,109.22078235654936,2,2,2,1,1,4,5,3,0
442,-311.7292176434506,1,7,6,1,4,7,8,4,0
443,-161.3292176434506,0,8,4,0,1,5,11,2,0
444,-325.5392176434506,0,2,1,0,2,1,2,1,0
445,1577.8207823565494,2,3,2,1,1,3,9,1,0
446,-190.62921764345054,1,6,6,1,8,11,11,7,0
447,870.8207823565492,1,11,6,1,1,8,14,6,0
448,-420.57921764345065,0,5,4,0,1,5,7,3,0
449,-352.2992176434506,0,3,2,0,1,2,3,1,0
450,-341.1792176434506,1,6,6,1,1,12,12,8,0
451,-425.1892176434506,1,2,1,1,1,1,2,1,0
452,640.8207823565492,1,1,1,0,1,3,4,2,0
453,1145.8207823565494,1,5,4,0,1,4,5,2,0
454,-424.51921764345065,7,6,2,1,1,4,11,1,0
455,-396.8092176434506,3,3,2,1,1,5,6,2,0
456,-379.1792176434506,0,4,4,0,1,4,4,3,0
457,-388.4892176434506,1,11,6,1,5,8,14,7,0
458,-83.17921764345061,5,15,9,0,1,9,24,6,0
459,-108.85921764345062,2,7,4,1,1,5,10,4,0
460,-79.17921764345061,2,10,7,1,1,18,21,6,0
461,-389.1792176434506,1,2,2,1,1,2,2,2,0
462,-384.1792176434506,0,6,5,0,3,6,8,2,0
463,-424.1792176434506,1,1,1,1,1,2,2,2,0
464,-67.17921764345061,8,14,9,1,1,18,32,13,0
465,960.8207823565492,1,3,3,0,1,3,4,1,0
466,-379.1792176434506,0,1,1,0,2,1,1,1,0
467,339.8607823565493,1,2,2,1,1,3,3,2,0
468,-286.77921764345064,0,4,1,0,3,1,3,1,0
469,-407.9392176434506,1,3,3,1,2,3,3,2,0
470,-334.27921764345064,2,3,2,1,1,4,10,2,0
471,-419.2292176434506,0,6,4,0,2,5,8,4,0
472,-407.9392176434506,1,3,3,1,2,3,3,3,0
473,867.9307823565492,2,5,4,0,2,5,9,3,0
474,-239.17921764345056,1,4,3,0,2,8,10,1,0
475,-411.57921764345065,1,4,4,0,3,4,5,4,0
476,-190.42921764345056,0,1,1,0,2,1,1,1,0
477,-389.13921764345065,2,5,5,2,3,6,7,3,0
478,1577.8207823565494,2,3,2,1,1,4,10,2,0
